ID,Title,Content,_wpml_import_language_code,_wpml_import_source_language_code,_wpml_import_translation_group,"Preview Image (180x180)","Hero Banner Type","Image (680x290)","Video 680x290","Video Thumbnail (680x383)",Summary,"Story Type",Position,"New Position","Show in Home Page slider ?","Slider Position","Slider Quote","Story Url","Animated Thumbnail","Publish To Live","Publish To Staging",Date,Status,Slug
83271,"Max Hollein","<p>""Hello.  I'm Max Hollein, Director of the <a href=""https://www.metmuseum.org/"">Metropolitan Museum of Art</a> in New York, and I want to congratulate <a href=""https://communityjameel.org"">Community Jameel</a> on their 75th birthday.  The Jameel family and Community Jameel have been tremendous supports of The Met and we're happy to collaborate on several initiatives.</p>
<p>Most importantly in recent times the Jameel fund created a special endowment, here at The Met, to foster initiatives in the area of Middle Eastern culture and art: a) acquisitions, b) supporting programing and c) supporting the translation of educational materials of The Met into Arabic.</p>
<p>I have to say that I was privileged to visit the <a href=""https://jameelartscentre.org/"">Jameel Art Center in Dubai</a>, most recently just before the pandemic, and I was simply blown away by the ambition of the center; by the excellence of its' programing; the beauty of its' architecture and the important position that it takes in the Middle East as a regional hub for the exchange of art and culture.</p>
<p>And that's also what our relationship - between The Met and the Jameel family - is all about: fostering the exchange; fostering the understanding; fostering the ability to have art flourish, especially art from the Middle East, and we'll continue to do so.</p>
<p>So, we're happy to collaborate and I want to congratulate again Community Jameel [and <a href=""https://artjameel.org"">Art Jameel</a>] for their 75th birthday.""</p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""https://www.metmuseum.org/about-the-met/leadership"">here</a>.</p>",en,,670806,https://media.alj.com/app/uploads/2021/01/Max-Hollein-Headshot.png,video,,https://media.alj.com/app/uploads/2021/01/Art-Jameel-75-Voices-Max-Hollein-Dir-The-Met-EN-16x9-1.mp4,https://media.alj.com/app/uploads/2021/01/Max-Hollein.png,"<p>Director<br />
The Metropolitan Museum of Art</p>",art-jameel,,10,Yes,11,"<p>“fostering the exchange; fostering the understanding; fostering the ability to have art flourish”</p>",https://jameel75.com/en/stories/Max-Hollein?bULxBWYgz7,https://media.alj.com/app/uploads/2021/03/Max-Hollein.gif,1,1,"2021-01-14 08:28:40",publish,max-hollein
83293,"Aaron Cezar","<p>My name is Aaron Cezar and I'm the Director of <a href=""https://www.delfinafoundation.com/"">Delfina Foundation</a>, in London.  Delfina Foundation is an arts organization that works globally providing opportunities for artists and thinkers to develop their practice through residencies, exhibitions and events.  For the last three years, Delfina Foundation and <a href=""https://artjameel.org"">Art Jameel</a> have been strategic partners working together to nurture and promote art from, and in relation to, the Middle East.</p>
<p>Whilst our relationship with Art Jameel might seem short, at three years, it feels like we've been working together for much longer.  Perhaps this is because we share mutual aims, and over the last decade, or more, we have been admiring Art Jameel's commitment to art education, to access to the arts and developing individual practitioners, artists and curators.  Now people, ultimately, make up organizations and the conviction and the power of the arts to transform society is one that is strongly held by everyone whom I have had direct contact with, from <a href=""https://www.communityjameel.org/en/who-we-are/jameel-family/mohammed-jameel-kbe"">Mohammad Jameel</a>, to <a href=""https://artjameel.org/about/fady-jameel/"">Fady Jameel</a>, Antonia Carver, the Director of Art Jameel as well as the entire team at <a href=""https://communityjameel.org"">Community Jameel</a>.  </p>
<p>I think the notion of 'family' defines <a href=""https://alj.com"">Abdul Latif Jameel</a>, as well as our work at Delfina Foundation.  And here I'm not talking about bloodlines; I'm talking about how one engages in the world; develops external partnerships, and cares for the wider community as well as the planet.</p>
<p>Delfina Foundation is very thankful for our strategic partnership which has sustained our vital work and we congratulate Abdul Latif Jameel on 75 years of philanthropy.</p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""https://www.delfinafoundation.com/about/creative-team/"">here</a>.</p>",en,,670810,https://media.alj.com/app/uploads/2021/01/Aaron-Cezar-Headshot.jpg,video,,https://media.alj.com/app/uploads/2021/01/Art-Jameel-75-Voices-Aaron-Cezar-Dir-Delphina-Foundation-EN-16x9-1.mp4,https://media.alj.com/app/uploads/2021/01/Aaron-Cezar.png,"<p>Director<br />
Delfina Foundation</p>",art-jameel,,75,Yes,15,"<p>“the notion of 'family' defines Abdul Latif Jameel . . . how one engages in the world . . . and cares for the wider community”</p>",https://jameel75.com/en/stories/Aaron-Cezar?Pj2uAXooq4,https://media.alj.com/app/uploads/2021/03/Aaron-Cezar.gif,1,1,"2021-01-14 09:35:26",publish,aaron-cezar
83315,"HE Noura Bint Mohammed Al Kaabi","<p>Warm greetings!  I want to extend my heartfelt congratulations to <a href=""https://alj.com"">Abdul Latif Jameel</a> on its platinum jubilee.</p>
<p>At one level, it is the celebration of a 75 year old vision of exemplary entrepreneurship straddling diverse sectors; at another it is the celebration of a 75 years of a tradition that stands out for its philanthropic commitment and community support.</p>
<p><a href=""https://artjameel.org"">Art Jameel</a>, Bab Rizq Jameel and <a href=""https://communityjameel.org"">Community Jameel</a> are integral parts of a vision that helps us look beyond the material aspects of life.  It was in 2003 that the group has made serious inroads into efforts for social change.</p>
<p>I am happy to have associated with Art Jameel and its multifaceted bouquet of activities aimed at enriching the art scene in the Gulf and beyond.</p>
<p>I believe the contributions of Art Jameel in nurturing the art scene and the region have been spectacular.  It has done more than most, in fostering contemporary art practices and creative entrepreneurships in the Middle East.  It has also provided a vibrant platform for cultural dialogue and exchange across boundaries.</p>
<p>I share your vision and your noble goals.  It has been a delight working together with you for taking our art scene to newer heights of creativity on this momentous occasion when Abdul Latif Jameel completes 75 years of impressive work across sectors, I wish you continuous success and accomplishment for years to come.</p>
<p>I would like to end by reminding everyone of Abdul Latif Jameel's Founder's favorite Arabic proverb, which is so inspiring:  <em>""If a wind blows; ride it!""</em></p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""https://www.uaecabinet.ae/en/details/cabinet-members/her-excellency-noura-bint-mohammed-al-kaabi"">here</a>.</p>",en,,670814,https://media.alj.com/app/uploads/2021/01/HE-Noura-Al-Kaabi-Headshot.jpg,video,,https://media.alj.com/app/uploads/2021/01/Art-Jameel-75-Voices-Noura-Bint-Mohammed-Al-Kaabi-EN-16x9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/01/HE-Noura-Al-Kaabi.png,"<p>Cabinet Member and Minister of Culture and Youth<br />
United Arab Emirates</p>",art-jameel,,13,Yes,6,"<p>“a vision that helps us look beyond the material aspects of life”</p>",https://jameel75.com/en/stories/HE-Noura-Bint-Mohammed-Al-Kaabi?mMJ6a8ahzt,https://media.alj.com/app/uploads/2021/03/HE-Noura-Bint-Mohammed-Al-Kaabi.gif,1,1,"2021-01-15 08:28:13",publish,he-noura-bint-mohammed-al-kaabi
83316,"Faisal Abdalla","<p>""I joined <a href=""https://alj.com"">Abdul Latif Jameel</a>, back in 2001, and since then it has been an amazing story!   A wonderful opportunity to see how passion, dedication, the ultimate of  entrepreneurship, all combined together to deliver an amazing operating company that spans around the world.</p>
<p>More importantly as we celebrate the 75th anniversary of this wonderful organization we also celebrate our contribution to community.</p>
<p>I joined ALJ, and I came from a world that's completely different.  A world that really knew nothing about the heart.  A world that focused on really driving numbers, driving results, but at Abdul Latif Jameel, I was able to see how that, is nicely coupled with the passion for people.  The passion for love in the workplace.</p>
<p>I have seen the two displayed so nicely, so beautifully, and frankly speaking I, I learned so much, about how you can really drive business results with a passion for standing with the smallest in the organization anytime they claim that they have a grievance of any kind.  I've learned here that actually, if you really want to drive results, if you really want to get growth, you must look at the hearts of the people.  Because it's the people that delivered the results.</p>
<p>This is a place that has got more passion -  more passion for people, than people can ever imagine.""</p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""https://www.alj.com/en/our-people/faisal-a-abdalla/"">here</a>.</p>",en,,670816,https://media.alj.com/app/uploads/2021/01/Faisal-Abdalla-Headshot.png,video,,https://media.alj.com/app/uploads/2021/01/Abdul-Latif-Jameel-75-Voices-Faisal-Abdalla-ALJ-Motors-SA-EN-16x9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/01/Faisal-Abdalla.png,"<p>Vice President<br />
Abdul Latif Jameel Motors Saudi Arabia</p>",alj-story,,79,,,,,,1,1,"2021-01-15 08:29:44",publish,faisal-abdalla
83359,"Eng. Faisal Al Samannoudi","<p>""Working in <a href=""https://alj.com"">Abdul Latif Jameel</a> is really an exciting journey, and it's a Company that abides with its values.</p>
<p>Working with my grandfather - in those days I was still young, I was in school - I remember he was in a wheelchair, but he used to consistently, every day, visit [Abdul Latif Jameel Motors Toyota] branches.  Even when he was sick and admitted sometimes to the hospital next day, I would find him in the office.  I would see how humble is he with the tea-boy, with his office manager, and it was weaved into my mind and heart - how humble is this guy?   How great is he, and at the same time how humble is he?  And how kind he is with people.</p>
<p>I'm working on his biography, so I know some of the history and the kindness that he used to do.</p>
<p>He assigned someone to do some legal work and legal case and this guy did it very professionally, and did not cost him much.  If he had lost the case, it would've cost him a lot.  And when he came back, and understood that the case is closed, he went to him and he said: ""do you own a home?""   He said ""No I don't own a home,  I rent.""  so, basically after a few weeks, he took him, and passed by and took him himself, to a small villa.  And he told him ""How do you like this villa?"" so, he said ""it's a beautiful villa"";  he says ""This villa is yours!""  because he valued the achievement of this guy.  And because he's very, very fair, he gave him this opportunity to have to own his house.  And up to today, this guy lives in his house.</p>
<p>So, basically appreciating people, rewarding people, is one of the main aspects of our grandfather, Sheikh Abdul Latif Jameel.""</p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""https://www.alj.com/en/our-people/faisal-alsamannoudi/"">here</a>.</p>",en,,670822,https://media.alj.com/app/uploads/2021/01/Faisal-Al-Semannoudi-Headshot.png,video,,https://media.alj.com/app/uploads/2021/01/Abdul-Latif-Jameel-75-Voices-Faisal-Al-Samannoudi-ALJ-Enterprises-EN-16-9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/01/Faisal-Al-Semannoudi.png,"<p>Vice Chairman &amp; Chief Executive Officer<br />
Abdul Latif Jameel Enterprises</p>",alj-story,,37,,,,,,1,1,"2021-01-15 09:43:56",publish,eng-faisal-al-samannoudi
83360,"Clara Barbier Serrano","<p>I am Clara Barbier Serrano and I started studying at the <a href=""https://www.rcm.ac.uk/"">Royal College of Music</a>, London, classical singing in September last year and I was told there that my <a href=""https://www.andreabocellifoundation.org/andrea-bocelli-foundation-and-community-jameel-launch-international-scholarship-at-the-royal-college-of-music-in-london/"">scholarship</a> was to be co-funded by the <a href=""https://www.andreabocellifoundation.org/"">Andrea Bocelli Foundation</a> and <a href=""https://communityjameel.org"">Community Jameel</a> -  and that's how I found out about those organizations, which I didn't know before.</p>
<p>Later on, I found out a bit more about what they do and who they are and I even got the chance to sing with Andrea Bocelli last December for a Christmas concert.  I was asked to sing these concerts with Andrea Bocelli one week before the concert, so I really was not prepared, mentally, or about what I was going to sing and I was very nervous at that time I was in Germany for another project and I received an inquiry to have a phone call with <a href=""https://www.communityjameel.org/en/who-we-are/jameel-family/mohammed-jameel-kbe"">Mohammed Jameel</a> and his two sons, in order to wish me good luck for the concert.  And I was very surprised!  I thought okay, you will . . .  it's just calling me for wishing good luck it's really nice, but I didn't know what to expect at all because I had had one letter, I think, a very official one, from RCM, but I had no personal contact with <a href=""https://www.communityjameel.org/en/who-we-are/jameel-family/mohammed-jameel-kbe"">Mohammed Jameel</a>, or anyone in Community Jameel.</p>
<p>I would like to say thank you for your help to me as an artist and student, but also everything you give for the arts.  I think this is crucial and wonderful how involved you are in these things .  And congratulations on 75 years of philanthropy  - and I hope you can enjoy many more, and this Community Jameel keeps doing wonderful things.</p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""https://clarabarbierserrano.com/"">here</a>.</p>
<p>&nbsp;</p>",en,,670823,https://media.alj.com/app/uploads/2021/01/Clara-Barbier-Serrano-Headshot.png,video,,https://media.alj.com/app/uploads/2021/01/Community-Jameel-75-Voices-Clara-Barbier-Serrano-Bocelli-Jameel-Scholar-EN-16x9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/01/Clara-Barbier-Serrano.png,"<p>Bocelli-Jameel Scholar<br />
Royal College of Music</p>",community-jameel-story,,44,,,,,,1,1,"2021-01-15 09:44:15",publish,clara-barbier-serrano
83404,"Asrar Damdam","<p>""I am Asrar Damdam.  I am the founder and CEO of <a href=""https://uvera.co/"">Uvera</a>.  In Uvera, we introduce a technology that extends the shelf-life of fresh food up to 63%, on average, without any chemicals and within only 30 seconds of processing.</p>
<p>My story with <a href=""https://communityjameel.org"">Community Jameel</a> started in March 2020, while attending the MIT Enterprise Forum and the Start Smart Conference, where Uvera was shortlisted within the semi-finalists within the MIT Enterprise Forum Start-up Competition.  And since then, we've been involved in some workshops and activities that were organized by Community Jameel in collaboration with King Abdulla University for Science and Technology (KAUST) and King Abdulla Economic City (KAEC). </p>
<p>During these two events, the MIT Enterprise Forum and the Start Smart Conference, that was hosted by Community Jameel, we get the opportunity to meet a lot of investors and also to collect feedback from consumers and visitors to the conference and that helped us a lot to have more insight on how to improve our product further.  </p>
<p>Community Jameel is a prime example for corporate excellence, and we wish Community Jameel a happy 75th anniversary and many more years of success.""</p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""https://www.linkedin.com/in/asrar-damdam-12376744/"">here</a>.</p>",en,,670830,https://media.alj.com/app/uploads/2021/01/Asrar-Damdam-Headshot.png,video,,https://media.alj.com/app/uploads/2021/01/BRJ-75-Voices-Asrar-Damdam-Uvera-EN-16x9-1.mp4,https://media.alj.com/app/uploads/2021/01/Asrar-Damdam.png,"<p>Founder &amp; CEO<br />
Uvera</p>",community-jameel-story,,111,,,,,,1,1,"2021-01-18 10:19:46",publish,asrar-damdam
83405,"Mohammed Khashoggi","<p>""I am Mohammed Khashoggi, the Founder and CEO of <a href=""https://www.ejaro.com/en"">Ejaro</a>.  Ejaro is the first fully licensed peer-to-peer car sharing platform for Saudi Arabia and the GCC.</p>
<p>Our company is actually the first platform to be integrated also with the governmental platforms.</p>
<p>We were part of MITEF Start-up Competition with <a href=""https://communityjameel.org"">Community Jameel</a> Saudi last march of 2020. One of the very beneficial things that we got out of this program was meeting a lot of investors.  Our network obviously, brand exposure, and yeah it was a quite quite a great experience for us, as well as the mentorship side and the expertise that they also brought to us.</p>
<p>I would like to thank <a href=""https://alj.com"">Abdul Latif Jameel</a> and Community Jameel Saudi for the great opportunity that we had with them, and a happy 75th anniversary and many more years to come insh'allah.""<br />
<br />
</p>
<p>Learn more about our contributor <a href=""https://www.linkedin.com/in/mohammed-h-khashoggi-1750132b/"">here</a>.</p>",en,,670831,https://media.alj.com/app/uploads/2021/01/Mohammed-Khashoggi.png,video,,https://media.alj.com/app/uploads/2021/01/BRJ-75-Voices-Mohammed-Khashoggi-Ejaro-EN-16x9-1.mp4,https://media.alj.com/app/uploads/2021/01/Mohammed-Khashoggi-1.png,"<p>Founder &amp; CEO<br />
Ejaro</p>",community-jameel-story,,132,,,,,,1,1,"2021-01-18 09:13:31",publish,mohammed-khashoggi
83448,"Mahmoud Awadh","<p>I remember, in the year 2006, when we had the 'soft-opening' of the Abdul Latif Jameel Academy, the President, Sheikh Mohammed Abdul Latif Jameel, graced us and congratulated everyone's hard work.</p>
<p>He also said [that] we normally have the vision and philosophy of a 'Guest First' culture but we, as your ALJ family, internally consider our associates first also, since you are very important to us.  He even sent one announcement that despite position, don't use ""Mr."" in addressing anyone, but say ""Dear Associate"" which shows that everyone is equal in our family.  In this way, the top management support the associates and is dedicated in providing a very good and health working environment.</p>
<p>We are really grateful for having such a great company who treats us like family.</p>",en,,670838,https://media.alj.com/app/uploads/2021/01/Mahmoud-Awadh-Headshot.png,video,,https://media.alj.com/app/uploads/2021/01/Abdul-Latif-Jameel-75-Voices-Mahmoud-Awadh-ALJ-Finance-EN-16x9-1.mp4,https://media.alj.com/app/uploads/2021/01/Mahmoud-Awadh.png,"<p>Payroll Manager<br />
Abdul Latif Jameel Finance</p>",alj-story,,106,,,,,,1,1,"2021-01-18 03:40:43",publish,mahmoud-awadh
83518,"James Kidner","<p>""I first became involved with the <a href=""https://www.communityjameel.org/en/who-we-are/jameel-family"">Jameel family</a> when, about 20 years ago, I was working for [HRH] the Prince of Wales as his Deputy Private Secretary, and this was the time of the opening of the new <a href=""https://www.vam.ac.uk/collections/islamic-middle-east"">Jameel Gallery of Islamic Art</a> at the <a href=""https://www.vam.ac.uk/"">Victoria &amp; Albert Museum</a>.</p>
<p>And His Royal Highness was interested in this family, who were doing so many remarkable <a href=""https://artjameel.org"">philanthropic</a> things that very closely chimed with work that he had been doing over many years.</p>
<p>Almost wherever you look in the world there has been extraordinary impact from this family's philanthropic endeavors, whether it's in the Middle East and their work with with creating opportunities for youth and underserved communities.  Whether it's in <a href=""https://www.communityjameel.org/en/how-we-work/health"">healthcare</a>; or <a href=""https://www.communityjameel.org/en/how-we-work/education"">education</a>.  Whether it's with <a href=""https://artjameel.org"">arts and heritage</a> and the remarkable revival of craft traditions, which I've seen on the ground in places like <a href=""https://artjameel.org/heritage/jeddah/"">Jeddah</a> and <a href=""https://artjameel.org/heritage/cairo/"">Cairo</a>.</p>
<p>There's an extraordinary range and breadth of lives touched by the remarkable work that this family has enabled.</p>
<p>When any of the <a href=""https://www.alj.com/en/people/our-people/"">Jameel family</a> are engaged with a challenge or a problem, they're giving it their full attention, and they're also genuinely wanting to go into those difficult fields - not where everyone else is going, where there may be some easy wins - but actually to look in at the real underlying challenges, and to engage with them at a very human level.</p>
<p>And it's a delight to watch the way that organizations respond to that sort of <a href=""https://communityjameel.org"">philanthropy</a>; where it is genuinely the love of the people and of the challenge that they all want to remove, rather than simply an interest in the issue.""</p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""https://rebelliondefence.com/james-kidner"">here</a>.</p>",en,,670852,https://media.alj.com/app/uploads/2021/01/James-Kinder-Headshot.png,video,,https://media.alj.com/app/uploads/2021/01/Community-Jameel-75-Voices-James-Kidner-EN-16x9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/01/James-Kinder.png,"<p>Director of Partnerships<br />
Rebellion Defence</p>",community-jameel-story,,52,,9,"<p>“wherever you look in the world there has been extraordinary impact from this family's philanthropic endeavors”</p>",https://jameel75.com/en/stories/James-Kidner?fi6IGpRvrC,,1,1,"2021-01-22 08:28:50",publish,james-kidner
83519,"Areej Al Hamad","<p>I'm Areej Al Hamad, the executive manager of Emkan for financing start-ups, working under the umbrella of Al-Ahyaa Centers Association in Jeddah.</p>
<p>I was honored to work at Nafisa Shams and later at Bab Rizq Jameel.  I was attending a training course at Nafisa Shams, which lasted for three days.  Immediately, I felt much intimacy and affiliation to the luxurious place, the professional work team, the administrative officers and the way the place was organized.  I told my colleague that one day I would be working here.</p>
<p>I received a job offer at <a href=""http://training.nafisashams.com/"">Nafisa Shams</a> as a marketing and public relations officer, 6 months later, I was promoted to be a marketing and public relations supervisor.  It's common in <a href=""https://alj.com"">Abdul Latif Jameel,</a> Nafisa Shams and Bab Rizq Jameel, that the employee who is proved proficient gets promoted at once.  There is an apparent acreer structure and a clear roadmap for employees' promotion.</p>
<p>Happy 75th Anniversary . . .   I wish <a href=""https://communityjameel.org"">Community Jameel</a> more achievements, more success and more professionalism.  I thank the administration, my former colleagues and happy anniversary.</p>",en,,670854,https://media.alj.com/app/uploads/2021/02/Areej-AL-Hamad-Head.png,video,https://media.alj.com/app/uploads/2021/02/680x290.png,https://media.alj.com/app/uploads/2021/02/BRJ-75-Voices-Areej-Al-Hamad-Emkan-AR-EN-Sub-16x9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/02/Areej-AL-Hamad.png,"<p>CEO<br />
Emkan Center for Financing Microbusiness</p>",bab-Rizq-Jameel,,95,,,,,,1,1,"2021-02-03 17:20:14",publish,areej-al-hamad
83541,"Abdul Wahab Tawfik","<p>I came from Cairo intending to spend only two years with <a href=""https://alj.com"">Abdul Latif Jameel</a>.  Now this is the 35th year, and that means a lot.  This is a very emotional moment, when I get a chance to speak about the Founder, Abdul Latif Jameel, Mashallah.  He represents a deeply rooted school with its unique culture and style.  Everyone who interacted with him learned something from him.  Those who had been dealing with him were wary of his intelligence and deep insight, but at the same time they sought his kindness and mercy.  </p>
<p>I learned many things from him, even my own lifestyle and that of my family, changed completely.  And certainly if I left the Company in any case either for retirement or passing away, I will be very certain because Mashallah the third generation is not far from the second, nor the first.  And with this intellectual transformation, Abdul Latif Jameel will remain, not for another 75 years, but 150 years.</p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""https://www.alj.com/en/our-people/abdul-wahab-tawfik/"">here</a>.</p>",en,,670857,https://media.alj.com/app/uploads/2021/01/Abdul-Wahab-Tawfik-Headshot.png,video,,https://media.alj.com/app/uploads/2021/01/Abdul-Latif-Jameel-75-Voices-Abdul-Wahab-Tawfik-AR-EN-Subs-16-9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/01/Abdul-Wahab-Tawfik.png,"<p>Managing Director<br />
Corporate Affairs, Abdul Latif Jameel</p>",alj-story,,45,,,,,,1,1,"2021-01-24 06:55:58",publish,abdul-wahab-tawfik
83563,"Rowaid Muslih M Al Sawaf","<p>""I joined the company as a management trainee.  I saw a great faith in the national staff and a great interest from the Company's leaders.  Alhamdulillah, during my 18 years I went through many phases in terms of development.</p>
<p>Training , empowerment, and best practices for developing the business environment.  There are many stories that we saw in <a href=""https://alj.com"">Abdul Latif Jameel</a>, in terms of business, but the most prominent stories are the charitable initiatives that show Abdul Latif Jameel's interest in community and this is an essential thing we are all proud of.</p>
<p>So many congratulations to Abdul Latif  Jameel for its' 75th Anniversary, and wishing it many more years of development, prosperity and growth.</p>
<p>We promise always to be ready to do our best for Abdul Latif Jameel, because Abdul Latif Jameel is not only a company, Abdul Latif Jameel is not only a place to develop and train, Abdul Latif Jameel is my family.""</p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""https://alj-enterprises.com/about-us/our-team/"">here</a> and <a href=""https://www.linkedin.com/in/rowaid-al-sawaf/"">here</a>.</p>",en,,670861,https://media.alj.com/app/uploads/2021/01/Rowaid-Al-Sawaf-Headshot.png,video,,https://media.alj.com/app/uploads/2021/01/Abdul-Latif-Jameel-75-Voices-Rowaid-Al-Sawaf-ALJ-Enterprises-AR-EN-Subs-16-9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/01/Rowaid-Al-Sawaf.png,"<p>Chief Corporate Officer<br />
Abdul Latif Jameel Enterprises</p>",alj-story,,43,,,,,,1,1,"2021-01-24 07:18:19",publish,rowaid-muslih-m-al-sawaf
83585,"Badr Khashoggi","<p>I am Badr Assad Khashoggi from Medina.  I hold a Masters degree from America in Leadership &amp; Management, and majoring in organization. development.</p>
<p>It was a very nice experience.  After I was dismissed from work, I had to start a new experience, so I was looking for a new job.  I did my own consultations and studies until I got the final idea, that Bab Rizq Jameel was a turning point for me.</p>
<p>The advantage of Bab Rizq Jameel is that its' procedures were reasonable, easy and comfortable.  This made it easier for me to communicate directly with them.  Thanks to them, and I wish them prosperity and progress, year after year, and that we all become one group to drive development together.</p>
<p>Congratulations to <a href=""https://communityjameel.org"">Community Jameel</a>. It's only25 years to complete one full century!  And happy anniversary t <a href=""https://alj.com"">Abdul Latif Jameel</a> and its' group.</p>",en,,670865,https://media.alj.com/app/uploads/2021/01/Badr-Khashoggi-Head.png,video,,https://media.alj.com/app/uploads/2021/01/BRJ-75-Voices-Badr-Khashoggi-AR-EN-Subs-16x9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/01/Badr-Khashoggi.png,"<p>Owner, Maryam Café</p>",community-jameel-story,,49,,,,,,1,1,"2021-01-26 10:46:40",publish,badr-khashoggi
83586,"Dr Khaled Azzam","<p>""I met Mr. <a href=""https://www.alj.com/en/our-people/mohammed-abdul-latif-jameel/"">Mohammed Jameel</a> several times on social occasions, but I think the one moment that transformed our relationship was during the visit of the late King Abdullah to the United Kingdom, and in a particular visit that the King Abdullah came to Clarence House.  He came at the invitation of the [HRH] the Prince of Wales and he came with a delegation of Saudi very important people, some business people and so forth.  And amongst this delegation was Mr. Mohammed Jameel, who I knew of, and I knew casually but i did not know well.</p>
<p>We were asked to give a presentation by His Royal Highness, to His Majesty King Abdullah of the work that the school is doing in the Arab world and then that was the end of it.  The meeting was finished, and then that evening, I got a call from Mr. <a href=""https://www.communityjameel.org/en/who-we-are/jameel-family/mohammed-jameel-kbe"">Mohammed Jameel</a>, saying I was hearing very carefully what you were saying and I'd like to speak to you more about this.  So, I was very pleased and honored that something happened that day, and somebody actually was paying attention and valuing what we were giving and we spoke for a very long time about what we do, how we engage with young people, how we work in the Arab world, how we have a vision to create a sense of community, a sense of identity, a sense of worth, through the work of the school.</p>
<p>A few days later, I heard from him again, saying that he would like to support us with a major program in the Arab world and he very kindly gave us an endowment fund to be able to support this project,  This project's been going on now, for a good, well, for over 15 years and has graduated many students has influenced government policy and has been one of the most successful outreach programs that <a href=""https://princes-foundation.org/school-of-traditional-arts"">The Prince's School</a> has done.</p>
<p>My message to Mr. Mohammed Jameel and <a href=""https://www.alj.com/en/our-people/fady-jameel/"">Fady</a>,  is first of all, one of gratitude and thanks for having the confidence in sharing the vision with us.  We were doing things that not been done in this part of the world before, and I think looking back at that, the gratitude stems from that moment of faith and confidence in letting us do what we wanted to do together.   And over the years providing their support to make it grow and grow and grow, and become a major initiative in the art world.""</p>
<p>&nbsp;</p>
<p>Learn more about our contributor <a href=""http://www.khaledazzam.net/profile/"">here</a>.</p>",en,,670866,https://media.alj.com/app/uploads/2021/01/Dr-Khaled-Azzam-Head.png,video,,https://media.alj.com/app/uploads/2021/01/Art-Jameel-75-Voices-Dr-Khaled-Azzam-Princes-School-EN-16x9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/01/Dr-Khaled-Azzam.png,"<p>Director<br />
The Prince’s School of Traditional Arts </p>",community-jameel-story,,180,,,,,,1,1,"2021-01-26 10:29:39",publish,dr-khaled-azzam
83587,"Dr Zaki Aslan","<p>""The first discussion that I had with the Director of Heritage from <a href=""https://artjameel.org"">Art Jameel</a>, <a href=""https://www.communityjameel.org/en/who-we-are/community-jameel-team/george-richards"">George Richards</a>, we were trying to explore possibilities where we could have some collaboration because we have interests in common, in the field of cultural heritage, especially in this part of the world.</p>
<p>I was very impressed by the work they've done.  Their experience in this area is notable and it's really appreciated here in the region.  I feel  like not many people are doing such a kind of thing.  The impact is quite important because when we talk about cities, for example like <a href=""https://artjameel.org/heritage/cairo/"">Cairo</a> or <a href=""https://artjameel.org/heritage/jeddah/"">Jeddah</a>, where they worked to look into the the important, you know, traditions and crafts in these cities; these are actually forms of life of people.  They form their identity and they form their way of living and we are living at times where we are losing such crafts.  For me Art Jameel is a place that is really encouraging artists, but also especially the youth, and that actually attracted my attention.  So, I think all this brings Art Jameel to the fore, and as a leader, in this particular field, in this particular part of the world.</p>
<p>I would like to say congratulations for all the work that you have done in this part of the world for the arts and for culture and for heritage.</p>
<p>Happy anniversary and please continue this fantastic work that you've done, and we look forward to continuing also working with you.""<br />
 </p>
<p>Learn more about our contributor <a href=""https://www.linkedin.com/in/zakiaslan/"">here</a>.</p>",en,,670867,https://media.alj.com/app/uploads/2021/01/Dr-Zaki-Aslan-Head.png,video,,https://media.alj.com/app/uploads/2021/01/Art-Jameel-75-Voices-Dr-Zaki-Aslan-EN-AR-Subs-16x9-COMPRESSED.mp4,https://media.alj.com/app/uploads/2021/01/Dr-Zaki-Aslan.png,"<p>Regional Representative of ICCROM for the Arab States<br />
Director, ICCROM Sharjah Office, UAE</p>",art-jameel,,25,,,,,,1,1,"2021-01-26 09:54:01",publish,dr-zaki-aslan
